,Date,Predicted_Close,Confidence (0-1)
0,2025-06-28,1598.8145544654692,1.0
1,2025-06-29,1587.2079657927354,1.0
2,2025-06-30,1574.678923445081,1.0
3,2025-07-01,1561.7657793210385,1.0
4,2025-07-02,1548.8286611750302,1.0
5,2025-07-03,1536.1056419685922,1.0
6,2025-07-04,1523.7535589485417,1.0
